50.242928,50.255264,50.267910,50.280807,50.293930,50.307217,50.320618,50.334084,50.347549,50.360962,50.374271,50.387402,50.400288,50.412872,50.425098,50.436920,50.448265,50.459076,50.469299,50.478874,50.487762,50.495914,50.503269,50.509808,50.515472,50.520245,50.524094,50.526997,50.528942,50.529919,50.529919,50.528942,50.526997,50.524094,50.520245,50.515472,50.509808,50.503269,50.495914,50.487762,50.478874,50.469299,50.459076,50.448265,50.436920,50.425098,50.412872,50.400288,50.387402,50.374271,50.360962,50.347549,50.334084,50.320618,50.307217,50.293930,50.280807,50.267910,50.255264,50.242928,50.230946,50.219353,50.208183,50.197479,50.187263,50.177567,50.168407,50.159821,50.151829,50.144432,50.137665,50.131546,50.126076,50.121277,50.117149,50.113705,50.110939,50.108856,50.107471,50.106773,50.106773,50.107471,50.108856,50.110939,50.113705,50.117149,50.121277,50.126076,50.131546,50.137665,50.144432,50.151829,50.159821,50.168407,50.177567,50.187263,50.197479,50.208183,50.219353,50.230946
50.244751,50.257187,50.269924,50.282921,50.296139,50.309532,50.323040,50.336605,50.350178,50.363693,50.377098,50.390327,50.403316,50.416000,50.428314,50.440224,50.451660,50.462555,50.472862,50.482513,50.491463,50.499672,50.507088,50.513672,50.519386,50.524193,50.528069,50.530998,50.532955,50.533947,50.533947,50.532955,50.530998,50.528069,50.524193,50.519386,50.513672,50.507088,50.499672,50.491463,50.482513,50.472862,50.462555,50.451660,50.440224,50.428314,50.416000,50.403316,50.390327,50.377098,50.363693,50.350178,50.336605,50.323040,50.309532,50.296139,50.282921,50.269924,50.257187,50.244751,50.232674,50.220993,50.209732,50.198952,50.188656,50.178886,50.169659,50.160999,50.152946,50.145500,50.138680,50.132507,50.126999,50.122158,50.117996,50.114525,50.111740,50.109642,50.108250,50.107552,50.107552,50.108250,50.109642,50.111740,50.114525,50.117996,50.122158,50.126999,50.132507,50.138680,50.145500,50.152946,50.160999,50.169659,50.178886,50.188656,50.198952,50.209732,50.220993,50.232674
50.248394,50.261013,50.273945,50.287144,50.300571,50.314163,50.327873,50.341648,50.355423,50.369144,50.382751,50.396183,50.409370,50.422253,50.434757,50.446846,50.458450,50.469513,50.479969,50.489777,50.498863,50.507198,50.514725,50.521404,50.527203,50.532082,50.536022,50.538998,50.540993,50.541992,50.541992,50.540993,50.538998,50.536022,50.532082,50.527203,50.521404,50.514725,50.507198,50.498863,50.489777,50.479969,50.469513,50.458450,50.446846,50.434757,50.422253,50.409370,50.396183,50.382751,50.369144,50.355423,50.341648,50.327873,50.314163,50.300571,50.287144,50.273945,50.261013,50.248394,50.236137,50.224270,50.212841,50.201897,50.191444,50.181519,50.172150,50.163368,50.155186,50.147629,50.140709,50.134445,50.128841,50.123932,50.119705,50.116173,50.113350,50.111229,50.109806,50.109097,50.109097,50.109806,50.111229,50.113350,50.116173,50.119705,50.123932,50.128841,50.134445,50.140709,50.147629,50.155186,50.163368,50.172150,50.181519,50.191444,50.201897,50.212841,50.224270,50.236137
50.253853,50.266758,50.279980,50.293472,50.307198,50.321095,50.335114,50.349197,50.363285,50.377319,50.391228,50.404961,50.418446,50.431618,50.444412,50.456768,50.468636,50.479946,50.490635,50.500660,50.509956,50.518475,50.526169,50.532997,50.538925,50.543915,50.547939,50.550987,50.553024,50.554043,50.554043,50.553024,50.550987,50.547939,50.543915,50.538925,50.532997,50.526169,50.518475,50.509956,50.500660,50.490635,50.479946,50.468636,50.456768,50.444412,50.431618,50.418446,50.404961,50.391228,50.377319,50.363285,50.349197,50.335114,50.321095,50.307198,50.293472,50.279980,50.266758,50.253853,50.241314,50.229179,50.217495,50.206299,50.195618,50.185471,50.175896,50.166916,50.158554,50.150818,50.143745,50.137337,50.131611,50.126579,50.122257,50.118652,50.115761,50.113590,50.112137,50.111412,50.111412,50.112137,50.113590,50.115761,50.118652,50.122257,50.126579,50.131611,50.137337,50.143745,50.150818,50.158554,50.166916,50.175896,50.185471,50.195618,50.206299,50.217495,50.229179,50.241314
50.261116,50.274395,50.288013,50.301899,50.316029,50.330330,50.344757,50.359253,50.373753,50.388199,50.402519,50.416649,50.430523,50.444092,50.457268,50.469978,50.482189,50.493824,50.504829,50.515148,50.524719,50.533485,50.541405,50.548431,50.554531,50.559669,50.563816,50.566948,50.569038,50.570091,50.570091,50.569038,50.566948,50.563816,50.559669,50.554531,50.548431,50.541405,50.533485,50.524719,50.515148,50.504829,50.493824,50.482189,50.469978,50.457268,50.444092,50.430523,50.416649,50.402519,50.388199,50.373753,50.359253,50.344757,50.330330,50.316029,50.301899,50.288013,50.274395,50.261116,50.248215,50.235725,50.223701,50.212181,50.201180,50.190739,50.180878,50.171631,50.163025,50.155067,50.147785,50.141190,50.135300,50.130116,50.125664,50.121944,50.118969,50.116730,50.115242,50.114494,50.114494,50.115242,50.116730,50.118969,50.121944,50.125664,50.130116,50.135300,50.141190,50.147785,50.155067,50.163025,50.171631,50.180878,50.190739,50.201180,50.212181,50.223701,50.235725,50.248215
50.270184,50.283936,50.298035,50.312408,50.327038,50.341846,50.356789,50.371803,50.386818,50.401772,50.416595,50.431229,50.445602,50.459641,50.473289,50.486462,50.499111,50.511162,50.522552,50.533230,50.543140,50.552212,50.560417,50.567692,50.574009,50.579327,50.583622,50.586868,50.589031,50.590118,50.590118,50.589031,50.586868,50.583622,50.579327,50.574009,50.567692,50.560417,50.552212,50.543140,50.533230,50.522552,50.511162,50.499111,50.486462,50.473289,50.459641,50.445602,50.431229,50.416595,50.401772,50.386818,50.371803,50.356789,50.341846,50.327038,50.312408,50.298035,50.283936,50.270184,50.256821,50.243893,50.231434,50.219505,50.208118,50.197304,50.187096,50.177521,50.168602,50.160374,50.152824,50.145996,50.139893,50.134525,50.129913,50.126060,50.122978,50.120651,50.119102,50.118332,50.118332,50.119102,50.120651,50.122978,50.126060,50.129913,50.134525,50.139893,50.145996,50.152824,50.160374,50.168602,50.177521,50.187096,50.197304,50.208118,50.219505,50.231434,50.243893,50.256821
50.281036,50.295349,50.310028,50.324997,50.340218,50.355644,50.371193,50.386818,50.402454,50.418018,50.433456,50.448685,50.463646,50.478264,50.492474,50.506191,50.519356,50.531906,50.543766,50.554893,50.565208,50.574646,50.583191,50.590759,50.597328,50.602867,50.607330,50.610703,50.612961,50.614090,50.614090,50.612961,50.610703,50.607330,50.602867,50.597328,50.590759,50.583191,50.574646,50.565208,50.554893,50.543766,50.531906,50.519356,50.506191,50.492474,50.478264,50.463646,50.448685,50.433456,50.418018,50.402454,50.386818,50.371193,50.355644,50.340218,50.324997,50.310028,50.295349,50.281036,50.267120,50.253658,50.240692,50.228271,50.216415,50.205162,50.194538,50.184570,50.175285,50.166714,50.158859,50.151749,50.145401,50.139816,50.135010,50.130997,50.127781,50.125355,50.123749,50.122936,50.122936,50.123749,50.125355,50.127781,50.130997,50.135010,50.139816,50.145401,50.151749,50.158859,50.166714,50.175285,50.184570,50.194538,50.205162,50.216415,50.228271,50.240692,50.253658,50.267120
50.293655,50.308632,50.323978,50.339638,50.355556,50.371689,50.387955,50.404293,50.420643,50.436924,50.453068,50.468998,50.484646,50.499939,50.514793,50.529137,50.542908,50.556030,50.568443,50.580070,50.590855,50.600739,50.609669,50.617588,50.624462,50.630249,50.634926,50.638454,50.640816,50.642002,50.642002,50.640816,50.638454,50.634926,50.630249,50.624462,50.617588,50.609669,50.600739,50.590855,50.580070,50.568443,50.556030,50.542908,50.529137,50.514793,50.499939,50.484646,50.468998,50.453068,50.436924,50.420643,50.404293,50.387955,50.371689,50.355556,50.339638,50.323978,50.308632,50.293655,50.279102,50.265026,50.251465,50.238472,50.226070,50.214302,50.203194,50.192772,50.183064,50.174095,50.165886,50.158455,50.151802,50.145966,50.140942,50.136742,50.133373,50.130844,50.129150,50.128304,50.128304,50.129150,50.130844,50.133373,50.136742,50.140942,50.145966,50.151802,50.158455,50.165886,50.174095,50.183064,50.192772,50.203194,50.214302,50.226070,50.238472,50.251465,50.265026,50.279102
50.308029,50.323753,50.339870,50.356312,50.373032,50.389965,50.407051,50.424202,50.441360,50.458458,50.475403,50.492134,50.508564,50.524616,50.540207,50.555279,50.569733,50.583515,50.596539,50.608749,50.620079,50.630447,50.639828,50.648148,50.655365,50.661442,50.666348,50.670059,50.672539,50.673782,50.673782,50.672539,50.670059,50.666348,50.661442,50.655365,50.648148,50.639828,50.630447,50.620079,50.608749,50.596539,50.583515,50.569733,50.555279,50.540207,50.524616,50.508564,50.492134,50.475403,50.458458,50.441360,50.424202,50.407051,50.389965,50.373032,50.356312,50.339870,50.323753,50.308029,50.292755,50.277966,50.263733,50.250092,50.237072,50.224724,50.213055,50.202110,50.191925,50.182503,50.173882,50.166084,50.159107,50.152962,50.147690,50.143284,50.139748,50.137093,50.135315,50.134426,50.134426,50.135315,50.137093,50.139748,50.143284,50.147690,50.152962,50.159107,50.166084,50.173882,50.182503,50.191925,50.202110,50.213055,50.224724,50.237072,50.250092,50.263733,50.277966,50.292755
50.324131,50.340694,50.357674,50.374996,50.392609,50.410442,50.428436,50.446507,50.464581,50.482582,50.500435,50.518051,50.535358,50.552261,50.568687,50.584564,50.599792,50.614304,50.628029,50.640884,50.652809,50.663738,50.673615,50.682377,50.689983,50.696388,50.701553,50.705452,50.708069,50.709373,50.709373,50.708069,50.705452,50.701553,50.696388,50.689983,50.682377,50.673615,50.663738,50.652809,50.640884,50.628029,50.614304,50.599792,50.584564,50.568687,50.552261,50.535358,50.518051,50.500435,50.482582,50.464581,50.446507,50.428436,50.410442,50.392609,50.374996,50.357674,50.340694,50.324131,50.308044,50.292473,50.277481,50.263103,50.249393,50.236385,50.224106,50.212578,50.201843,50.191925,50.182846,50.174622,50.167278,50.160816,50.155258,50.150620,50.146893,50.144096,50.142220,50.141285,50.141285,50.142220,50.144096,50.146893,50.150620,50.155258,50.160816,50.167278,50.174622,50.182846,50.191925,50.201843,50.212578,50.224106,50.236385,50.249393,50.263103,50.277481,50.292473,50.308044
